arb_id,event_url,group_title_1,group_title_2,group_title_3,group_title_4,group_title_5,group_title_6,group_title_7,group_title_8
1,https://polymarket.com/event/democratic-presidential-nominee-2028?tid=1765772648966,Gavin Newsom,,,,,,,
1,https://polymarket.com/event/democratic-presidential-nominee-2028?tid=1765772648966,Josh Shapiro,,,,,,,
